CompoundName,MolecularFormula,ExactMass,MonoMass,SMILES,kingdom,superklass,klass,subklass
(7'R*-8'S*)-Methyl 4-7'-epoxy-3-8'-bilign-7-ene-4'-9'-dihydroxy-3'-5-dimethoxy-9-oate,C21H22O7,386.136553,386.1365531,COC(=O)\C=C/C1=CC2=C(OC(C2CO)C2=CC(OC)=C(O)C=C2)C(OC)=C1,NULL,NULL,NULL,NULL
(R)-Heraclenol 2'-(3-methyl-2-butenoate),C21H22O7,386.136553,386.1365531,CC(C)=CC(=O)OC(COC1=C2OC(=O)C=CC2=CC2=C1OC=C2)C(C)(C)O,NULL,NULL,NULL,NULL
7-Hydroxy-1-7-bis(4-hydroxy-3-methoxyphenyl)-1-heptene-3-5-dione,C21H22O7,386.136553,386.1365531,COC1=C(O)C=CC(\C=C/C(=O)CC(=O)CC(O)C2=CC(OC)=C(O)C=C2)=C1,NULL,NULL,NULL,NULL
Methylsyringin,C18H26O9,386.1576824,386.1576824,COC\C=C/C1=CC(OC)=C(OC2OC(CO)C(O)C(O)C2O)C(OC)=C1,NULL,NULL,NULL,NULL
Dimethylmatairesinol,C22H26O6,386.1729386,386.1729386,COC1=CC=C(CC2COC(=O)C2CC2=CC=C(OC)C(OC)=C2)C=C1OC,NULL,NULL,NULL,NULL
Gingerenone B,C22H26O6,386.1729386,386.1729386,COC1=CC(CCC(=O)\C=C\CCC2=CC(OC)=C(O)C(OC)=C2)=CC=C1O,NULL,NULL,NULL,NULL
Isogingerenone B,C22H26O6,386.1729386,386.1729386,COC1=CC(CCC(=O)\C=C\CCC2=CC(OC)=C(O)C=C2)=CC(OC)=C1O,NULL,NULL,NULL,NULL
6e-9e-Dihydroxy-4-7E-megastigmadien-3-one 9-glucoside,C19H30O8,386.1940679,386.1940679,CC(OC1OC(CO)C(O)C(O)C1O)\C=C\C1(O)C(C)=CC(=O)CC1(C)C,NULL,NULL,NULL,NULL
Citroside A,C19H30O8,386.1940679,386.1940679,CC(=O)C=C=C1C(C)(C)CC(O)CC1(C)OC1OC(CO)C(O)C(O)C1O,NULL,NULL,NULL,NULL
Corchoionol C 9-glucoside,C19H30O8,386.1940679,386.1940679,CC(OC1OC(CO)C(O)C(O)C1O)\C=C\C1(O)C(C)=CC(=O)CC1(C)C,NULL,NULL,NULL,NULL
Vomifoliol 9-glucoside,C19H30O8,386.1940679,386.1940679,CC(OC1OC(CO)C(O)C(O)C1O)\C=C\C1(O)C(C)=CC(=O)CC1(C)C,NULL,NULL,NULL,NULL
Mangalkanyl glucoside,C21H38O6,386.2668389,386.2668389,CCCCCCCCCC1CCC=CC1OC1OC(CO)C(O)C(O)C1O,NULL,NULL,NULL,NULL
MG(0:0/20:0/0:0),C23H46O4,386.33961,386.33961,[H]C(CO)(CO)OC(=O)CCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
MG(20:0/0:0/0:0),C23H46O4,386.33961,386.33961,[H][C@](O)(CO)COC(=O)CCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
5alpha-Cholest-8(14)-en-3beta-ol,C27H46O,386.3548661,386.3548661,[H][C@@]12CCC3=C4CCC([C@H](C)CCCC(C)C)[C@@]4(C)CCC3[C@@]1(C)CC[C@H](O)C2,NULL,NULL,NULL,NULL
Cholest-7-en-3beta-ol,C27H46O,386.3548661,386.3548661,CC(C)CCC[C@@H](C)C1CCC2C3=CCC4C[C@@H](O)CC[C@]4(C)C3CC[C@]12C,NULL,NULL,NULL,NULL
5a-Cholest-8-en-3b-ol,C27H46O,386.3548661,386.3548661,[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@]1([H])CC3,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Cholestane steroids
Cholesterol,C27H46O,386.3548661,386.3548661,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Cholestane steroids
Doristerol,C27H46O,386.3548661,386.3548661,[H][C@@]1(CCC2=C3CC[C@@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Cholestane steroids
Lathosterol,C27H46O,386.3548661,386.3548661,[H][C@@]1(CC[C@@]2([H])C3=CC[C@@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Cholestane steroids
dCDP,C9H15N3O10P2,387.0232677,387.0232667,NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O1,Organic compounds,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,Pyrimidine 2'-deoxyribonucleosides
1-Pentenyl glucosinolate,C12H21NO9S2,387.0657736,387.0657727,CCC\C=C\C(\SC1OC(CO)C(O)C(O)C1O)=N/OS(O)(=O)=O,NULL,NULL,NULL,NULL
Glucobrassicanapin,C12H21NO9S2,387.0657736,387.0657727,OCC1OC(S\C(CCCC=C)=N\OS(O)(=O)=O)C(O)C(O)C1O,NULL,NULL,NULL,NULL
(R)-2-Hydroxy-4-7-dimethoxy-2H-1-4-benzoxazin-3(4H)-one 2-glucoside,C16H21NO10,387.1165459,387.1165459,CON1C(=O)C(OC2OC(CO)C(O)C(O)C2O)OC2=C1C=CC(OC)=C2,Organic compounds,Organoheterocyclic compounds,Benzoxazines,Benzoxazinones
DHMBOA hexose,C16H21NO10,387.1165459,387.1165459,CON1C(=O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC2=C1C=CC(OC)=C2,NULL,NULL,NULL,NULL
3-5-Didecanoylpyridine,C25H41NO2,387.3137296,387.3137296,CCCCCCCCCC(=O)C1=CC(=CN=C1)C(=O)CCCCCCCCC,NULL,NULL,NULL,NULL
dUDP,C9H14N2O11P2,388.0072833,388.0072823,O[C@H]1C[C@@H](O[C@@H]1COP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O,NULL,NULL,NULL,NULL
Isobetanidin,C18H16N2O8,388.0906655,388.0906655,OC(=O)C1C\C(=C/C=[N+]2\C(CC3=CC(O)=C(O)C=C23)C([O-])=O)C=C(N1)C(O)=O,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indolecarboxylic acids and derivatives
Betanidin,C18H16N2O8,388.0906655,388.0906655,OC(=O)C1C\C(=C/C=[N+]2\C(CC3=CC(O)=C(O)C=C23)C([O-])=O)C=C(N1)C(O)=O,NULL,NULL,NULL,NULL
3'-Hydroxy-4'-5-6-7-8-pentamethoxyflavone,C20H20O8,388.1158176,388.1158176,COC1=C(O)C=C(C=C1)C1=CC(=O)C2=C(O1)C(OC)=C(OC)C(OC)=C2OC,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,O-methylated flavonoids
5-Hydroxyauranetin,C20H20O8,388.1158176,388.1158176,COC1=CC=C(C=C1)C1=C(OC)C(=O)C2=C(O)C(OC)=C(OC)C(OC)=C2O1,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,O-methylated flavonoids
Artemetin,C20H20O8,388.1158176,388.1158176,COC1=CC2=C(C(O)=C1OC)C(=O)C(OC)=C(O2)C1=CC(OC)=C(OC)C=C1,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,O-methylated flavonoids
Demethylnobiletin,C20H20O8,388.1158176,388.1158176,COC1=C(OC)C=C(C=C1)C1=CC(=O)C2=C(O)C(OC)=C(OC)C(OC)=C2O1,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,O-methylated flavonoids
3-3'-4'-7-8-Pentamethylgossypetin,C20H20O8,388.1158176,388.1158176,COC1=C(OC)C=C(C=C1)C1=C(OC)C(=O)C2=C(O1)C(OC)=C(OC)C=C2O,NULL,NULL,NULL,NULL
7-Hydroxy-3-3'-4'-5-6-pentamethoxyflavone,C20H20O8,388.1158176,388.1158176,COC1=C(OC)C=C(C=C1)C1=C(OC)C(=O)C2=C(O1)C=C(O)C(OC)=C2OC,NULL,NULL,NULL,NULL
7-Hydroxy-3'-4'-5-6-8-pentamethoxyflavone,C20H20O8,388.1158176,388.1158176,COC1=C(OC)C=C(C=C1)C1=CC(=O)C2=C(OC)C(OC)=C(O)C(OC)=C2O1,NULL,NULL,NULL,NULL
Artemitin,C20H20O8,388.1158176,388.1158176,COC1=CC2=C(C(O)=C1OC)C(=O)C(OC)=C(O2)C1=CC(OC)=C(OC)C=C1,NULL,NULL,NULL,NULL
secologanin,C17H24O10,388.136947,388.136947,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](C=C)[C@@H]1CC=O,NULL,NULL,NULL,NULL
Verbenalin,C17H24O10,388.136947,388.136947,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@H](C)CC(=O)[C@H]12,NULL,NULL,NULL,NULL
Edulisin III,C21H24O7,388.1522031,388.1522031,CCC(C)C(=O)OC1C(OC2=C1C1=C(C=C2)C=CC(=O)O1)C(C)(C)OC(C)=O,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,Furanocoumarins
(R)-Heraclenol 2'-(3-methylbutanoate),C21H24O7,388.1522031,388.1522031,CC(C)CC(=O)OC(COC1=C2OC(=O)C=CC2=CC2=C1OC=C2)C(C)(C)O,NULL,NULL,NULL,NULL
8-Epidiosbulbin E acetate,C21H24O7,388.1522031,388.1522031,CC(=O)OC1CC2C(=O)OC(CC2(C)C2CC3CC(C12)C(=O)O3)C1=COC=C1,NULL,NULL,NULL,NULL
8-Hydroxy-4'-methoxypinoresinol,C21H24O7,388.1522031,388.1522031,COC1=C(OC)C=C(C=C1)C1OCC2(O)C1COC2C1=CC(OC)=C(O)C=C1,NULL,NULL,NULL,NULL
Medioresinol,C21H24O7,388.1522031,388.1522031,COC1=CC(=CC=C1O)[C@H]1OC[C@H]2[C@@H]1CO[C@@H]2C1=CC(OC)=C(O)C(OC)=C1,NULL,NULL,NULL,NULL
MS 3,C21H24O7,388.1522031,388.1522031,CC(C)=CCC1=C(OC(=O)C2=C(O)C=C(O)C=C2C)C=C(CO)C(CO)=C1O,NULL,NULL,NULL,NULL
Trachelogenin,C21H24O7,388.1522031,388.1522031,COC1=CC(CC2(O)C(CC3=CC(OC)=C(OC)C=C3)COC2=O)=CC=C1O,NULL,NULL,NULL,NULL
11-Hydroxyjasmonic acid glucoside,C18H28O9,388.1733325,388.1733325,CC(OC1OC(CO)C(O)C(O)C1O)\C=C\CC1C(CC(O)=O)CCC1=O,NULL,NULL,NULL,NULL
12-Hydroxyjasmonic acid glucoside,C18H28O9,388.1733325,388.1733325,OC[C@H]1O[C@@H](OCC\C=C/C[C@@H]2[C@@H](CC(O)=O)CCC2=O)[C@H](O)[C@@H](O)[C@@H]1O,NULL,NULL,NULL,NULL
7-Epi-12-hydroxyjasmonic acid glucoside,C18H28O9,388.1733325,388.1733325,OCC1OC(OCC\C=C\CC2C(CC(O)=O)CCC2=O)C(O)C(O)C1O,NULL,NULL,NULL,NULL
Fragransin D2,C22H28O6,388.1885886,388.1885886,COC1=CC(=CC=C1O)C1OC(C(C)C1C)C1=CC(OC)=C(OC)C(OC)=C1,NULL,NULL,NULL,NULL
Fragransin D3,C22H28O6,388.1885886,388.1885886,COC1=CC(=CC(OC)=C1O)C1OC(C(C)C1C)C1=CC(OC)=C(OC)C=C1,NULL,NULL,NULL,NULL
Pyranomammea B,C22H28O6,388.1885886,388.1885886,CCCC1=CC(=O)OC2=C1C(O)=C1CC(O)C(C)(C)OC1=C2C(=O)C(C)CC,NULL,NULL,NULL,NULL
Pyranomammea C,C22H28O6,388.1885886,388.1885886,CCCC1=CC(=O)OC2=C1C(O)=C1CC(O)C(C)(C)OC1=C2C(=O)CC(C)C,NULL,NULL,NULL,NULL
5a-6a-Epoxy-7E-megastigmene-3b-9e-diol 9-glucoside,C19H32O8,388.209718,388.209718,CC(OC1OC(CO)C(O)C(O)C1O)\C=C\C12OC1(C)CC(O)CC2(C)C,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides
5a-6a-Epoxy-7E-megastigmene-3b-9R-diol 9-glucoside,C19H32O8,388.209718,388.209718,CC(OC1OC(CO)C(O)C(O)C1O)\C=C\C12OC1(C)CC(O)CC2(C)C,NULL,NULL,NULL,NULL
Corchoionoside A,C19H32O8,388.209718,388.209718,CC(O)\C=C\C12OC1(C)CC(CC2(C)C)OC1OC(CO)C(O)C(O)C1O,NULL,NULL,NULL,NULL
Dihydroroseoside,C19H32O8,388.209718,388.209718,CC(OC1OC(CO)C(O)C(O)C1O)\C=C\C1(O)C(C)CC(=O)CC1(C)C,NULL,NULL,NULL,NULL
Icariside B8,C19H32O8,388.209718,388.209718,CC(=O)CCC1=C(C)C(O)C(CC1(C)C)OC1OC(CO)C(O)C(O)C1O,NULL,NULL,NULL,NULL
Cavipetin C,C24H36O4,388.2613596,388.2613596,C\C(CC\C=C(/C)CC\C=C(/C)C=O)=C/CC\C(C)=C\COC(=O)C(\C)=C\O,NULL,NULL,NULL,NULL
Tocols,C26H44O2,388.3341307,388.3341307,[H]OC1=C([H])C2=C(O[C@](C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C2([H])[H])C([H])=C1[H],NULL,NULL,NULL,NULL
Cholestanol,C27H48O,388.3705162,388.3705162,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Cholestane steroids
2-hydroxy-3-butenylglucosinolate,C11H19NO10S2,389.0450382,388.0377617,OCC1OC(SC(CC(O)C=C)=NOS([O-])(=O)=O)C(O)C(O)C1O,NULL,NULL,NULL,NULL
Epiprogoitrin,C11H19NO10S2,389.0450382,389.0450372,OCC1OC(S\C(CC(O)C=C)=N\OS(O)(=O)=O)C(O)C(O)C1O,NULL,NULL,NULL,NULL
Progoitrin,C11H19NO10S2,389.0450382,389.0450372,OCC1OC(S\C(CC(O)C=C)=N\OS(O)(=O)=O)C(O)C(O)C1O,NULL,NULL,NULL,NULL
3-Methylbutyl glucosinolate,C12H23NO9S2,389.0814237,389.0814227,CC(C)CC\C(SC1OC(CO)C(O)C(O)C1O)=N/OS(O)(=O)=O,NULL,NULL,NULL,NULL
Pentyl glucosinolate,C12H23NO9S2,389.0814237,389.0814227,CCCCC\C(SC1OC(CO)C(O)C(O)C1O)=N/OS(O)(=O)=O,NULL,NULL,NULL,NULL
5-phospho-伪-D-ribose 1-diphosphate,C5H13O14P3,389.9518161,384.9154338,OC1C(O)C(OP([O-])(=O)OP([O-])([O-])=O)OC1COP([O-])([O-])=O,NULL,NULL,NULL,NULL
1-Phosphatidyl-D-myo-inositol,C11H19O13P,390.0563277,390.0563272,OC1C(O)[C@H](O)C(OP(O)(=O)OCC(COC=O)OC=O)[C@H](O)[C@H]1O,NULL,NULL,NULL,NULL
Dimethyl 2-galloylgalactarate,C15H18O12,390.079826,390.079826,COC(=O)C(O)C(O)C(O)C(OC(=O)C1=CC(O)=C(O)C(O)=C1)C(=O)OC,NULL,NULL,NULL,NULL
Dopaxanthin,C18H18N2O8,390.1063155,390.1063156,[H]C(C=C1C[C@]([H])(NC(=C1)C(O)=O)C(O)=O)=N[C@@]([H])(CC1=CC=C(O)C(O)=C1)C(O)=O,NULL,NULL,NULL,NULL
Monotropein,C16H22O11,390.1162115,390.1162115,OCC1OC(OC2OC=C(C3C=CC(O)(CO)C23)C(O)=O)C(O)C(O)C1O,NULL,NULL,NULL,NULL
Oleoside,C16H22O11,390.1162115,390.1162115,C\C=C1/C(OC2OC(CO)C(O)C(O)C2O)OC=C(C1CC(O)=O)C(O)=O,NULL,NULL,NULL,NULL
(E)-Resveratrol 3-glucoside,C20H22O8,390.1314677,390.1314677,OC[C@H]1O[C@@H](OC2=CC(O)=CC(\C=C\C3=CC=C(O)C=C3)=C2)[C@H](O)[C@@H](O)[C@@H]1O,NULL,NULL,NULL,NULL
Procyanidin dimer B7,C20H22O8,390.1314677,390.1314677,OC[C@H]1O[C@@H](OC2=CC(\C=C/C3=CC=C(O)C=C3)=CC(O)=C2)[C@@H](O)[C@@H](O)[C@@H]1O,NULL,NULL,NULL,NULL
(Z)-Resveratrol 3-glucoside,C20H22O8,390.1314677,390.1314677,OC[C@H]1O[C@@H](OC2=CC(\C=C/C3=CC=C(O)C=C3)=CC(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O,Organic compounds,Phenylpropanoids and polyketides,Stilbenes,Stilbene glycosides
(Z)-Resveratrol 4'-glucoside,C20H22O8,390.1314677,390.1314677,OCC1OC(OC2=CC=C(\C=C/C3=CC(O)=CC(O)=C3)C=C2)C(O)C(O)C1O,Organic compounds,Phenylpropanoids and polyketides,Stilbenes,Stilbene glycosides
Mesuagin,C24H22O5,390.1467238,390.1467238,CC(C)C(=O)C1=C2OC(C)(C)C=CC2=C2OC(=O)C=C(C3=CC=CC=C3)C2=C1O,NULL,NULL,NULL,NULL
loganin,C17H26O10,390.152597,390.1525971,[H][C@]1(O)C[C@]2([H])C(=CO[C@@]([H])(O[C@]3([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])O)[C@]2([H])[C@@]1([H])C)C(=O)OC,NULL,NULL,NULL,NULL
(2S-4S-6S)-2-[2-(4-Hydroxy-3-meyhoxyphenyl)ethyl]tetrahydro-6-(4-5-dihydroxy-3-methoxyphenyl)-2H-pyran-4-ol,C21H26O7,390.1678532,390.1678532,COC1=CC(=CC(O)=C1O)C1CC(O)CC(CCC2=CC(OC)=C(O)C=C2)O1,Organic compounds,Phenylpropanoids and polyketides,Diarylheptanoids,Linear diarylheptanoids
(2S-4R-6S)-2-[2-(4-Hydroxy-3-methoxyphenyl)ethyl]tetrahydro-6-(4-5-dihydroxy-3-methoxyphenyl)-2H-pyran-4-ol,C21H26O7,390.1678532,390.1678532,COC1=CC(=CC(O)=C1O)C1CC(O)CC(CCC2=CC(OC)=C(O)C=C2)O1,NULL,NULL,NULL,NULL
1-5-Epoxy-3-hydroxy-1-(3-4-dihydroxy-5-methoxyphenyl)-7-(4-hydroxy-3-methoxyphenyl)-heptane,C21H26O7,390.1678532,390.1678532,COC1=CC(=CC(O)=C1O)C1CC(O)CC(CCC2=CC(OC)=C(O)C=C2)O1,NULL,NULL,NULL,NULL
Rosmic acid,C21H26O7,390.1678532,390.1678532,COC(=O)C(=C/C1=C(C(O)=O)C23CCCC(C)(C)C2C(OC3=O)C1=O)\C(C)C,NULL,NULL,NULL,NULL
Shinflavanone,C25H26O4,390.1831093,390.1831093,CC(C)=CCC1=CC(=CC=C1O)C1CC(=O)C2=C(O1)C1=C(OC(C)(C)C=C1)C=C2,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavans
(R)-Hispaglabridin B,C25H26O4,390.1831093,390.1831093,CC1(C)OC2=C(C=C1)C(O)=C(C=C2)C1COC2=C(C1)C=CC1=C2C=CC(C)(C)O1,NULL,NULL,NULL,NULL
14-Methoxy-7-methylrosmanol,C22H30O6,390.2042387,390.2042387,COC1C2OC(=O)C3(CCCC(C)(C)C23)C2=C1C(OC)=C(C(C)C)C(O)=C2O,NULL,NULL,NULL,NULL
6-7-Dimethoxy-7-epirosmanol,C22H30O6,390.2042387,390.2042387,COC1C2=C(C(O)=C(O)C(=C2)C(C)C)C23CCCC(C)(C)C2C1(OC)OC3=O,NULL,NULL,NULL,NULL
Bakkenolide B,C22H30O6,390.2042387,390.2042387,C\C=C(/C)C(=O)OC1CCC(C)C2(C)CC3(C(OC(C)=O)C12)C(=C)COC3=O,NULL,NULL,NULL,NULL
Bakkenolide E,C22H30O6,390.2042387,390.2042387,[H][C@@]12[C@@H](OC(C)=O)[C@@]3(C[C@]1(C)[C@@H](C)CC[C@@H]2OC(=O)C(\C)=C\C)C(=C)COC3=O,NULL,NULL,NULL,NULL
(3S-5R-6S-7E-9x)-7-Megastigmene-3-6-9-triol 9-glucoside,C19H34O8,390.2253681,390.2253681,CC(OC1OC(CO)C(O)C(O)C1O)\C=C\C1(O)C(C)CC(O)CC1(C)C,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides
7-8-Dihydro-3b-6a-dihydroxy-alpha-ionol 9-glucoside,C19H34O8,390.2253681,390.2253681,CC(CCC1(O)C(C)=CC(O)CC1(C)C)OC1OC(CO)C(O)C(O)C1O,NULL,NULL,NULL,NULL
Annoglabasin A,C23H34O5,390.2406242,390.2406242,COC(=O)C1(CC23CC1CCC2C1(C)CCCC(C)(C=O)C1CC3)OC(C)=O,NULL,NULL,NULL,NULL
9alpha-(3-Methyl-2E-pentenoyloxy)-4S-hydroxy-10(14)-oplopen-3-one 4-acetate,C23H34O5,390.2406242,390.2406242,CC\C(C)=C\C(=O)OC1CC(C(C)C)C2C(CC(=O)C2C(C)OC(C)=O)C1=C,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids
Acetoxy-[10]-gingerol,C24H38O4,390.2770097,390.2770097,CCCCCCCCC[C@@H](CC(=O)CCC1=CC(OC)=C(C)C=C1)OC(C)=O,NULL,NULL,NULL,NULL
Dioctyl phthalate,C24H38O4,390.2770097,390.2770097,CCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC,NULL,NULL,NULL,NULL
Glucoconringiin,C11H21NO10S2,391.0606882,391.0606873,CC(C)(O)C\C(SC1OC(CO)C(O)C(O)C1O)=N/OS(O)(=O)=O,NULL,NULL,NULL,NULL
Garcimangosone D,C19H20O9,392.1107322,392.1107322,OCC1OC(OC2=CC(O)=CC(O)=C2C(=O)C2=CC=CC=C2)C(O)C(O)C1O,NULL,NULL,NULL,NULL
Caryoptosidic acid,C16H24O11,392.1318616,392.1318616,CC1(O)C(O)CC2C1C(OC1OC(CO)C(O)C(O)C1O)OC=C2C(O)=O,NULL,NULL,NULL,NULL
Marmesin rhamnoside,C20H24O8,392.1471177,392.1471177,CC1OC(OC(C)(C)C2CC3=C(O2)C=C2OC(=O)C=CC2=C3)C(O)C(O)C1O,NULL,NULL,NULL,NULL
Vellein,C20H24O8,392.1471177,392.1471177,CC(C)=CCC1=C2OC(=O)C=CC2=CC=C1OC1OC(CO)C(O)C(O)C1O,NULL,NULL,NULL,NULL
1-1'-Bis(2-hydroxy-3-methylcarbazole),C26H20N2O2,392.1524779,392.1524779,CC1=CC2=C(NC3=CC=CC=C23)C(=C1O)C1=C(O)C(C)=CC2=C1NC1=CC=CC=C21,NULL,NULL,NULL,NULL
(S)-8-Prenylphaseollinisoflavan,C25H28O4,392.1987594,392.1987594,CC(C)=CCC1=C(O)C=CC2=C1OCC(C2)C1=C(O)C2=C(OC(C)(C)C=C2)C=C1,Organic compounds,Phenylpropanoids and polyketides,Isoflavonoids,Pyranoisoflavonoids
(R)-Hispaglabridin A,C25H28O4,392.1987594,392.1987594,CC(C)=CCC1=C(O)C=CC(C2COC3=C(C2)C=CC2=C3C=CC(C)(C)O2)=C1O,NULL,NULL,NULL,NULL
4-(gamma-gamma-Dimethylallyl)-phaseollidin,C25H28O4,392.1987594,392.1987594,[H][C@@]12COC3=C(CC=C(C)C)C(O)=CC=C3[C@]1([H])OC1=C2C=CC(O)=C1CC=C(C)C,NULL,NULL,NULL,NULL
Chakasaponin VI,C25H28O4,392.1987594,392.1987594,CC(C)=CCC1=CC(\C=C\C(=O)C2=CC=C(O)C=C2O)=CC(CC=C(C)C)=C1O,NULL,NULL,NULL,NULL
Erybraedin A,C25H28O4,392.1987594,392.1987594,CC(C)=CCC1=C(O)C=CC2=C1OC1C2COC2=C1C=CC(O)=C2CC=C(C)C,NULL,NULL,NULL,NULL
Erythrabyssin II,C25H28O4,392.1987594,392.1987594,CC(C)=CCC1=CC2=C(OCC3C2OC2=C3C=CC(O)=C2CC=C(C)C)C=C1O,NULL,NULL,NULL,NULL
Mulberrofuran A,C25H28O4,392.1987594,392.1987594,COC1=CC(O)=CC(C2=CC3=C(O2)C=C(O)C=C3)=C1C\C=C(/C)CCC=C(C)C,NULL,NULL,NULL,NULL
Xanthoangelol,C25H28O4,392.1987594,392.1987594,CC(C)=CCC\C(C)=C\CC1=C(O)C(=CC=C1O)C(=O)\C=C\C1=CC=C(O)C=C1,NULL,NULL,NULL,NULL
Dihydrofukinolide,C22H32O6,392.2198887,392.2198888,CCC(C)C(=O)OC1CCC(C)C2(C)CC3(C(OC(C)=O)C12)C(=C)COC3=O,NULL,NULL,NULL,NULL
3-Hydroxy-10'-apo-b-y-carotenal,C27H36O2,392.2715304,392.2715304,C\C(\C=C\C=O)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CC(O)CC1(C)C,NULL,NULL,NULL,NULL
Apo-10'-zeaxanthinal,C27H36O2,392.2715304,392.2715304,C\C(\C=C\C=O)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CC(O)CC1(C)C,NULL,NULL,NULL,NULL
Methyl-[12]-gingerol,C24H40O4,392.2926598,392.2926598,CCCCCCCCCCCC(O)CC(=O)CCC1=CC=C(OC)C(OC)=C1,NULL,NULL,NULL,NULL
(22E- 24x)-Ergosta-4-6-8-22-tetraen-3-one,C28H40O,392.3079159,392.3079159,CC(C)C(C)\C=C\C(C)C1CCC2C3=C(CCC12C)C1(C)CCC(=O)C=C1C=C3,NULL,NULL,NULL,NULL
2-(Methylthio)ethyl glucosinolate,C10H19NO9S3,393.0221947,393.0221933,CSCC\C(SC1OC(CO)C(O)C(O)C1O)=N/OS(O)(=O)=O,NULL,NULL,NULL,NULL
gamma-L-Glutamyl-S-(2-carboxy-1-propyl)cysteinylglycine,C14H23N3O8S,393.1205859,393.1205854,CC(CSCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O)C(O)=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
(gamma-Glutamyl-gamma-glutamyl)-S-methylcysteine,C14H23N3O8S,393.1205859,393.1205854,CSC[C@H](NC(=O)CC[C@@H](NC(=O)CC[C@@H](N)C(O)=O)C(O)=O)C(O)=O,NULL,NULL,NULL,NULL
6'-Apiosyllotaustralin,C16H27NO10,393.1634961,393.1634961,CCC(C)(OC1OC(COC2OC(CO)C(O)C2O)C(O)C(O)C1O)C#N,NULL,NULL,NULL,NULL
Acidissiminol,C25H31NO3,393.2303939,393.2303939,CC(C)=CCC(O)C(\C)=C\COC1=CC=C(CCNC(=O)C2=CC=CC=C2)C=C1,NULL,NULL,NULL,NULL
9-Hydroxy-4-methoxypsoralen 9-glucoside,C18H18O10,394.0899968,394.0899968,COC1=C2C=CC(=O)OC2=C(OC2OC(CO)C(O)C(O)C2O)C2=C1C=CO2,NULL,NULL,NULL,NULL
2'-Oxoaloesol 7-glucoside,C19H22O9,394.1263823,394.1263823,CC(=O)CC1=CC(=O)C2=C(O1)C=C(OC1OC(CO)C(O)C(O)C1O)C=C2C,NULL,NULL,NULL,NULL
